,category,text,grupo
307,1,St Johns County: All lanes are blocked on Southbound at MM due to a crash. Use caution and seek an...,1
308,0, Hi Ashley. It saddens us to hear you have not been provided the best customer service. DM us to allow us a chance in social media.,0
309,1,"Updated: Multi-vehicle crash in Broward on Express south at Davie Blvd, all lanes blocked. Last updated at...",1
310,1,Man killed in wrong-way crash on New Jersey Turnpike ,1
311,0,"Hey #Ohio! , OH homeowners have refinanced with #HARP. 32K+ more eligible. ",0
312,0, of the world’s #coolestneighbourhoods to visit right now via #traveltuesday,0
313,0," We'd love to help you here on Social Media! How can we assist you today? DM us your account# and more details, Howie. ^ToshaW",0
314,0,Ralph's Coffee: Bringing you exclusive USDA organic coffee that represents the timeless spirit of POLO.… ,0
315,1,RT in Bridport #vt #btv Closed today to replace a culvert. Detour in place. Delays likely. ,1
316,1,"Cleared: Planned construction in Miami-Dade on SR- west ramp to NW Ave, off-ramp closed, right lane blocked. Last updated at...",1
317,1,highway MM . WB near SR / mile Right lane closed &lt;= mins due to maintenance work,1
318,0,Jamie and Toby had to flee the area after hearing a very loud noise and seeing debris in the air behind them. ,0
319,1,"Brdg work on highway&amp; Truck Rte NB at Hackensack River Drawbrdg, Tue // thru Wed //, PM thru AM, right and center Lns closed fo",1
320,1,"Updated: Crash in Broward on highway north ramp to Exit highway S, off-ramp closed. Last updated at ::47AM. ",1
321,0,"Because red, white and blue never goes out of style. 🇺🇸 The new #TOMMYXGIGI tote:  ",0
322,0,#PHX: Learn how to make #movingday 🏠 a beautiful experience during Watch our first #TVspot in yrs!&gt;&gt; ,0
323,1,UPDATE:COLLISION: Wonderland Rd between Medway Rd and Eight Mile Rd #LdnOnt #Middlesex - Road blocked while emergency crews are on scene^ag,1
324,0, more day! Good luck West Girls 2002s at  #NPLFinals Schedule:… ,0
325,0," Hi Stephanie, we're sorry to hear that. Please DM us your contact info &amp; the store you visited.",0
326,1,Accident on highway North at Exit - CT (Cromwell) all lanes blocked...,1
327,1,"Update: #Toronto: #HWY401 Westbound Collector at Bayview Ave, right lane &amp; shoulder are blocked due to a Vehicle Fi… ",1
328,1,Cleared | ROCK Co | Crash | WIS EB | WIS EB TO highway SB/highway EB (W-S) | Entrance Ramp | ,1
329,1,"Cleared: Crash in Orange on SR- / Semoran Blvd / Altamonte Dr south at Dahlia Dr, right lanes blocked. Last updated at ::31PM.",1
330,1,"CLEARED: Emer Roadwork; highway SB, FROM highway west side-Fulton Co TO SR /MLK Jr Dr, Fulton Co..| :25P",1
331,1,WB Mira Mesa Blvd. still closed at Parkdale Ave. after motorcycle &amp; bicycle collide ,1
332,1,"Traffic alert: A crash has been reported at the Grant St. exit, Downtown, on Parkway East inbound. ",1
333,0,ICYMI: The latest #JobsReport shows growth in a variety of sectors. ,0
334,0,"Will Phil see his shadow? Punxsutawney borough, PA's population in ' was ,. Get More QuickFacts: #GroundhogDay",0
335,1,"highway, highway N , Delay 20min-2hrs, A crash has the left and center lanes closed SB @ the Rose Quarter, use caution.... ",1
336,0,. #Plumx is now integrated with Scopus to better track how others interact with researchers’ work:… ,0
337,1,Incident on #1Line Both directions from 207th Street Station to 242nd Street-Van Cortlandt Park Station ,1
338,1,"As of :24am, there's Construction on Maywood Ave SB at Passaic St n Maywood. closed &amp; detoured until : P.M.",1
339,0,"Chilean earthquake: wineries, tanks, bottles damaged or destroyed ",0
340,1,A highway ramp closure has been postponed in downtown Birmingham. ,1
341,0, Love this photo! Thanks for taking some time to #stressless with us today. Enjoy your afternoon. ^TA,0
342,0, what is up with the ave between Encana &amp; the west bulk water station? #gpab,0
343,0,"   Well yeah, one comment is wildly racist. The… ",0
344,0,Stay in your lane. #goodadvice #douglife @ Highway South ,1
345,1,Update: Disabled Vehicle: EB on highway at MM16 in Virginia Beach. Right shoulder closed. Potential Delays.:58AM,1
346,1,Construction on #7Line Queens bound from Queensboro Plaza Station to Mets-Willets Point Station ,1
347,0,Chicken and Eggo Waffles? Yes! #ANC17 ,0
348,1,FYI: Tues. (/)-Thurs. (/) Green Bay St. from 22nd &amp; Losey is closed. May see fire trucks from Station backi… ,0
349,0,#FarmersMarket Managers: make sure to add or update your market’s information in our Local Food Directories… ,0
350,0,"Dave Dunavent, Stan Street, &amp; Logan Ramp #hambone #clarksdale #blues @ Hambone Art Gallery ",0
351,0,Trying to lose weight and stop smoking at the same time is proving to be a fuckin nightmare 🙄,0
352,1,"US89: Crash @ mp , Intersection of US89 and US26 BLOCKED, law enforcement on scene to route traffic through. Expect delays. #WYOROAD",1
353,0,"#FunFactFriday: For comparison, the average quartz watch gains or loses about second per month ",0
354,1,"Cleared: Crash in Palm Beach on Jog Road south at Southern Blvd, left lane blocked. Last updated at ::45AM.",1
355,1,"New: Object on roadway in Duval on highway E north at Dames Point, right lane blocked. Last updated at ::13PM....",1
356,1,#omaha 680nb @ irvington bridge left lane blocked debris on roadway,1
357,0,"We're getting closer to #BrunoMarsTacoma &amp; #TravelTime from Federal Way➡️Tacoma = minutes. 

Don't want you to g… ",0
358,1,Good news for #BikeDC! New traffic pattern for Beach Drive: Ross Dr. and Ridge Rd. = closed to cars. More info: ,1
359,1,"Updated: Crash in Orange on highway west at Exit Floridas Turnpike, left lanes blocked. Last updated at ::48AM. ",1
360,1,"CLEARED: WB SR after Montlake Blvd, a stall is blocking the left lane has cleared to the right shoulder.",1
361,0," Hi Merry. We're sorry to hear that. If your account was taken over by someone else, secure it here: -JH",0
362,1,"Holley Street and Lot G are now open, please proceed w/ caution as construction on #bportnorth is still in progress. TY!",1
363,0,"Catch and coaching Tug &amp; Tommy in episode of #NowWereTalking, streaming now on ",0
364,0,"#ShadesOfBlue press kicks off on Wednesday! Go on the road w/ me via my Twitter, Instagram and Facebook! 😍 #OnTheRoadWithJLo ",0
365,0,Cortland picks up . PSU leads - heading into bottom ,0
366,0, 4D Mobility is changing the way athletes consume information. Teachers &amp; coaches are forced to educate… ,0
367,0,"This isn't me, btw, but I am a disabled person who plays OW. It made me feel better about being a little slow, sometimes. I only play bots.",0
368,1,"Cleared: Object on roadway in Gadsden on highway east at MM , right lane blocked. Last updated at ::50PM.",1
369,0," We've got your back, Drew. Thanks for reaching out! -CB",0
370,0, Ah...thanks for the insight. We have our engineers looking into it now!,0
371,0, We're waiting for your contact details so we can escalate this with our Customer Service team. They will investigate for you.,0
372,1,"[Traffic Accident (L1)] E SAN YSIDRO BL &amp; highway NB RA/RAIL CT - E29, M8 () @ // :: AM",1
373,0,Helping to make the best catch &amp; protect our oceans #sw2ndnature,0
374,1,Roadwork on highway westbound between Exit - PA and Exit: US 202N EX 328B/US 202S EX 328A/MALL EX { # }. There is a shoulder c,1
375,0,How can the physical workplace environment impact innovation? Read on to find out: #gWPS2016 ,0
376,1,Updated: Incident on #I80 EB from Exit - highway to Exit - Mount Hope Av ,1
377,0,#DF2015 Trend : Corporate campuses will connect employees whether under one roof or through a strong culture ,0
378,1,"CLEARED: Collision; highway SB, mi N of Exit33.| :29P",1
379,1,New: Planned construction in Hillsborough on highway south beyond Exit SR . Last updated at ::12PM. #fl511 ,1
380,1,SINGLE VEHICLE ACCIDENT on highway - MILES NORTH OF WOLF CREEK NEAR THE AUGUSTA INTERCHANGE at milepost . ... ,1
381,0,"The best part about school? ""I get to learn"" Patricia, , #Ghana ✏️ ✏️ ✏️ #ThisAbility ",0
382,0,"You’re caught between two extremes today, trying to avoid maki... More for Virgo ",0
383,1,CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - PA and Exit - highway/highway affecting the shoulder r,1
384,0,"It's like a scene from a disaster movie. And just like the movies, we could see it coming. - ",0
385,1,COMPLETE highway MM . EB at Shadeland/mile Ramp slow &lt;= mins due to a crash,1
386,1,"highway, highway, Delay &lt; 20min, A disabled veh has the left ln closed WB @ Grand, use caution.... ",1
387,1,"Updated: Crash in Duval on highway W north at Exit Wilson Blvd, left lanes blocked. Last updated at ::09AM. ",1
388,0,"Huddled on the same block on Avenue Rd., florists have created a tourist attraction: Toronto's 'flower district.' ",0
389,1,Incident on #GardenStateParkway NB at North of Exit - CR /Lakehurst Rd ,1
390,0,"Everybody, even the laziest person, can take action to achieve #GlobalGoals. Get ideas here:… ",0
391,1,Cleared: Incident on #7Line at Willets Point-Shea Stadium Station,1
392,0, Hi Hanz. You can learn how to turn off Messenger sounds by visiting our Help Center: -MG,0
393,1,Cleared: Incident on #ELine at Queens Plaza Station,1
394,1,Cleared | WINNEBAGO Co | Crash | WIS NB/SB | highway | Left Lane | ,1
395,1,highway E in Grundy Co Vehicle Disabled at MM  at : PM / est clear by : PM / (CT,1
396,0,"#BASF Group 1Q2017: sales and earnings
considerably above prior-year quarter ",0
397,1, An ongoing incident is causing delays. Visit for details and tweet us for details. ^TB,1
398,1,"Accident: Route SB approaching Bausman St - Blocking the right lane, heavy residual delays back to Crane Ave #KDKAtraffic",1
399,1,Motor Vehicle Incident - E026 - Park Place Blvd - Erie St - : - ,1
400,0,Safemove® vs. Safemove Plus® --which #damagecoverage plan works better for you? Learn more by clicking below:… ,0
401,0,Jim Johnson is somewhere grinning real wide at this. ,0
402,1,"highway, from Mi N of highway N to Mi S of @ Going St, Closed, A crash has all lanes of highway NB @ the Greeley Ave ex... ",1
403,1,highway MM . NB at SR / mile Left lane closed &lt;= mins due to a traffic hazard,1
404,0, Let me check with the local office and I'll get back to you,0
405,0,Us &amp; will update as flip begins and is set tomorrow. &amp; HERO supporting.… ,0
406,1,US14A the Sheridan/Big Horn County Line - Bear Lodge: Closed BOTH DIR due to seasonal closure. miles east of Lovell - the Sheridan/Big...,1
407,1,"Cleared: Planned construction in Duval on highway south ramp from Exit St Aug Rd, left lanes blocked. Last updated at ::19PM.",1
408,0, Dude that's literally my favorite movie. Please watch it. I'll come over and watch it with you.,0
409,1,NEWS UPDATE: Highway Westbound is now completely open for travel. Highway East bound has one lane open for travel. #Harvey,1
410,1,Highway Both directions - Lane Closure - Maintenance km north of Williams Lake to km north of Williams... ,1
411,0, Club sand sold separately.,0
412,0,Merrill Hoge was beyond inspiring at the National Conference #forwardfocused ,0
413,0, Tell her you're years old and you should be able to play a T rated game,0
414,1,"Congestion-Delay on Southbound highway SB at Mile Marker ..

Expect delays, be prepared to stop, use caution when traveling through this a...",1
415,0,"  I am so EXCITED about this movie, my character ""Mrs. Which "", all the ""Mrs.""… ",0
416,1,"Cleared: Crash in Miami-Dade on Floridas Turnpike south before Exit Biscayne Dr, all lanes blocked. Last updated at ::24AM.",1
417,1,"Cleared: Planned construction in Washington on highway east at Exit , left lane blocked. Last updated at ::25PM.",1
418,1,US-14A: accident .8mi W of Lead. Call for full info.,0
419,1,#Richmond - Accident at the intersection of Number Road and Granville street. Expect delays in all directions ^ac,1
420,1,"Updated: Crash in Orange on highway west at Exit 81A Michigan St, off-ramp closed, right lane blocked. Last updated...",1
421,0,Hmmm.  time to do the right thing boys. #giveback ,0
422,0,"Team-building canoe trip took an unexpected turn. See how these HS athletes helped save a couple. 

🛶:… ",0
423,1,UPDATE: Crash on highway northbound between PA /Bernville Rd and PA South/Tuckerton. There is a traffic disruption.,1
424,0,Read why Japanese #manufacturing co. TOTO selected the USA: #SelectUSA #FDI,0
425,0,"By , this vaccine is expected to protect more than million people: ",0
426,1,Incident on #1Line NB from 34th Street-Penn Station to 72nd Street Station ,1
427,0,"/ at 7pm eastern a college OC, DC, and a tech expert chat about maximizing off field learning on #CCFootballChat",0
428,0,Got a sweet tooth? The value of U.S. imports of chocolate &amp; confectionery in was $. billion. #ValentinesDay ,0
429,1,Police and Fire at auto accident 33EB at Frantz. Right four lanes blocked. Keep left and use caution to get by,1
430,0,This one makes me sick to my stomach... always the hardest part of our job. Thank you so much for being here with us ,0
431,0,Dear Honourable Ministers of Health   #AFRC67 ,0
432,1,COMPLETE highway MM . SB @ Greenwood/mile Left lanes closed &lt;= mins due to a stalled vehicle,1
433,0,The Rohangiya #AlanKurdi his name is Mohammed Shohayet a month old will the world take notice now. #SaveRohingya ,0
434,0,OY #Vegas fans! #UBox airs new #commercial after 34yr hiatus! Guess you could call it a #comeback! ,0
435,0,"Chief Growth Officer, Clive Sirkin, is all smiles with Andrea Zopp Dep. ",0
436,0,Well it won't be the first time a woman has returned after a business trip &amp; learned a bonehead dude w/ no qualific… ,0
437,1,Disabled Vehicle EB highway after M- affecting Left Shoulder. #wwjtraffic LIVE&gt;&gt; Updates &amp; ,1
438,0,"Top states for home appreciation are OR,WA,CO,FL,&amp; NV. Check out our HPI video: #housing ",0
439,1,"highway , Mile Marker , East, Raleigh, Wake, Disabled Vehicle, Ramp Closed, at / : AM",1
440,0,"Great to meet with to discuss our shared goals of countering extremist propaganda, disinformation &amp; providing access to truth.",0
441,0,"Mom: Don't forget to message me you're traveling alone I'll worry about you.

Me: Weren't too worried when you left me with that babysitter",0
442,0,"HELP ME FIND MY MOM PLEASE , LAST SEEN IN PORTSMOUTH , VIRGINIA HER NAME IS MONIQUE ",0
443,1,Wauk/MKE County Line: I94-EB at Elm Grove Rd right lanes blocked. Expect delays/use alt route #AnotherOne ,1
444,0,Savitha Sridharan works to provide solar-powered solutions to rural &amp; urban communities without access to renewable… ,0
445,1,Cleared: Construction on #1Line Both directions from 242nd Street-Van Cortlandt Park Station to 215th Street Station,1
446,0,"At :, ""Julie and Julia"" is playing for free in Millennium Park. Bring your own food and drinks, too:… ",0
447,0,Migrant abuse in Libya drives African children across sea to Europe -  ,0
448,0,Exciting to speak to those leading the way in energy innovation. Their work is vital to build world economies and s… ,0
449,0,Stay lowkey &amp; you will see difference...,0
450,0,Wondering what we're up to this week? Keep an eye on our weekly construction and traffic updates webpage:… ,0
451,0,Women's Football On Rise In Brazil ,0
452,1,"Updated: Object on roadway in Washington on highway east at MM , right lane blocked. Last updated at ::52PM. ",1
453,1,Incident on #I87Northway SB at Exit ; NY ,1
454,0, Our website is working for us. Please clear your cache/cookies and try again.,0
455,0,Some super foods you'd actually eat  ,0
456,1,Disabled Vehicle: NB on highway at MM7 in Arlington Co. Right shoulder closed. Potential Delays.:48PM,1
457,1,"TrafficOn17: Accident on CA- Northbound at E Hamilton Ave (Campbell). Lanes blocked. Expect delays., ",1
458,1,"Debris in Roadway on Eastbound highway EB at Mile Marker .

Use caution when traveling through this area.",1
459,1,US212: Open BOTH DIR between the Montana State Line and Beartooth Pass. -JUN :,1
460,1,"GDOTWestTraffic: ROADWORK ALERT: Rolling Closure; highway NB exit ramp: FROM SR /North Lee Street TO Bill Gardner Pkwy (Mi -.), Monro…",1
461,1,"Disabled vehicle, caution in #NewberryTwp on I NB at Yocumtown, Exit #traffic ",1
462,1,Crash on highway #Waterbury #VT is cleared up. ,1
463,1,Accident: Hampton Township - Route Northbound - Before Wildwood Road - right lane blocked - residual delays back to Mt. Royal Blvd.,1
464,0,Bad weather is forecast for and I&amp;M crews are heading their way at : tmw to assist in restoration work.,0
465,0,Keep going Indians!! in a row #GoTribe,0
466,0,VP Mike Pence Rolls Up Sleeves Alongside Franklin Graham to Help Harvey Victims ,0
467,0,People in Florida face another danger in the aftermath of Hurricane Irma: carbon monoxide poisoning. ,0
468,0,"'Manmade catastrophe': #Yemen conflict has killed , children  

#ChildrenUnderAttack",0
469,1,Oklahoma: I240 westbound at May...injury accident...roadway is clear...MCM,1
470,1,Updated: Construction on #US62 Both directions from Exit  - highway Youngmann Expressway; Ridge Lea Road to East...,1
471,1,", D6, X8: Buses are operating on or close to schedule following earlier delays due to traffic congestion at Massachusetts Ave &amp; D St NE.",1
472,0,"Interested in a #job in #Alpharetta, GA? This could be a great fit: #Construction #Hiring #CareerArc",0
473,0,"Die hard fan here! Feel free to link back to the contest, but if I win, I promise to share! ",0
474,1,"highway Utah Exit to Exit , Traffic delay: mins ~64mph. For latest traffic delays between exits, CLICK - ",1
475,1,Accident - SR at Park Place Blvd. - Right lane and left turn lane closed. - Use caution and expect delays.,1
476,0,"Join the Love's Travel Stops &amp; Country St... team! See our latest #job opening here: #Retail #Gulfport, MS #Hiring",0
477,0, Hi Shiv! We want to get your Internet service up and running again! Please DM us your account so we can help! ^BenG,0
478,0,why do I feel like the new Bieber album is gunna be flames??,0
479,0,"Clinical Geneticist - St. Louis, MO , US #jobs #St. Louis pls RT: We are seeking applicants for an open… ",0
480,1,"Updated: Crash in Marion on highway north at MM and traffic backed up until MM , left lane blocked. Last...",1
481,1,":10pm.. accident in the Claiborne Flyover headed to South Claiborne Ave, slow from Canal St on highway West.",1
482,1,NJDOT: As of A.M. Construction on NJ southbound South of CR /Halstead St. in Clinton Twp. has lane closed until p.m.,1
483,1,Mesquite: Cleanup progressing on NB and Hwy tractor-trailer now off of travel lanes traffic still heavy back… ,1
484,0,"Due to the power outage, our branch will be closed. All programs scheduled are still running today as planned. ",0
485,1,highway MM . WB at Airport / mile Left lane closed days due to construction work,1
486,0, So that affects a bus traveling northbound? Because they turn around and come back or what?,0
487,0,This doesn't sound like the Kid Rock I know ,0
488,0,"#PreOrderPurpose &amp; get an exclusive remix of #WhatDoYouMean feat. on #Nov13! 

 ",0
489,0," #SLC fans, did you ✔️out our #TVSpot about the ease of moving with U-Box®? Get some ☕️ this AM &amp; see it now ",0
490,1,"Tree on Power Lines on Eastbound highway EB at HOLCOMB LOOP (LOOKOUT).

 of eastbound lanes are closed and of westbound lanes are cl...",1
491,1,Cleared | WASHINGTON Co | Crash | WIS EB | WIS NB | All Lanes Blocked (One Direction) | ,1
492,1,Construction on #MLine Both directions from Essex Street Station to Myrtle Avenue Station ,1
493,0,Went to go pay my bedroom suit bill and the guy was trying to sell me another TV🤣🤣🤣,0
494,1,"Collision; highway SB: at Arthur Ravenel Junior Bridge, lft lns clsd, Ocrd: :39PM.| :44P",1
495,1,CLEARED: Turnpike Planned Detour on Pennsylvania Turnpike highway southbound between Exit - PA and Exit - PA affecting any ,1
496,1,MATOC: FINAL: Crash w/Inj. highway NB HOV before GW Pkwy. Arl Co VA. Incident clear &amp; all travel lanes open. Delays remain beginning on highway …,1
497,0, Hi there. We appreciate your feedback. Follow these steps to report your issue with Messenger: -JH,0
498,1,"#FASTALERT // : PM,
Crash Semi-trailer rollover on highway Southbound at Apex/highway
highway closed. detour N Las Vegas Blvd",1
499,0, Hi Allan. Thank you for contacting us. We would request you to remove the service tag from public viewing due /,0
500,1,SD-: road reopened .2mi S of US14 W-Midland.,1
501,0,"Check out these one-of-a-kind high school football helmets from all across the country!

#RiddellHelmetChallenge

🏈… ",0
502,1,Crash on highway southbound at highway West/PA West. There is a lane restriction.,1
503,0,"In August , Eleanor Roosevelt undertook a , mile trip to the South Pacific for the American Red Cross:… ",0
504,1,Construction on #I90NYSThruway EB from Before Exit 52A (highway) - Buffalo - William St to Before Exit (highway) -...,1
505,0," Hi there. If you're having trouble with the Android app, please visit our Help Center: Thank you. -MG",0
506,1,RT in Townshend/Harmonyville #VT is closed by Depot street due to down trees/powerlines. Unknown duration. Seek alt. route.,1
507,1,Updated: Traffic congestion in Marion on highway north from Florida's Turnpike to at MM . Last updated at...,1
508,0,"An amazing story of how football brings people together, even in emergency situations! ",0
509,1,"Cleared: Planned construction in Sumter on highway north at Exit SR-, right lane blocked. Last updated at ::53PM.",1
510,0,HUGE wk for DI! Congrats to Ryan Hooven of &amp; Sam Burton of for nabbing Pitcher &amp; Player… ,0
511,1,COMPLETE highway MM . WB near highway North Jct All lanes slow &lt;= mins due to heavy traffic,1
512,0,See VDOT's snow plow in action on Eastern Shore in Accomack County on Rte . Remember to give our crews space to c… ,0
513,1,Turnpike Roadwork on Pennsylvania Turnpike PA westbound between -[] Bald Knob Road and -[] US Rt affecting the shoulder,1
514,1,"WY22 Wilson - the ID State Line: Closed BOTH DIR due to avalanche control. Estimated opening time after : am, Jan . -JAN : #...",1
515,1,"Updated: Crash in Orange on highway west at Exit Fairbanks Ave and traffic backed up until SR-, right shoulder...",1
516,0, We got you covered! Check out our Large Moving Box&gt;&gt; ,0
517,0,#RalphsCoffee on location: All set up in Massachusetts for the #NantucketFilmFestival! ,0
518,0," I understand your concern. I see that both technical support &amp; is working with you. As mentioned earlier, /",0
519,1,"Updated: Crash in Miami-Dade on highway north at Exit 4B highway East/Miami Beach, left lanes blocked. Last updated...",1
520,0, We'll be waiting for the big reveal. 🙂,0
521,1,"New: Disabled vehicle in Collier on highway south at Mile Marker , right lane blocked. Last updated at...",1
522,1,"Utility work on highway EB ramp to Exit - Elizabeth Ave, Continuous Fri // PM thru Mon // AM exit ramp closed and detoured",1
523,1,US14A: Closed BOTH DIR due to seasonal closure btwn Big Horn Nat'l Rec Area and the Sheridan/Big Horn County Line. Closed BOTH DIR due to...,1
524,1,"Updated: Object on roadway in Walton on highway east at MM , left shoulder blocked. Last updated at ::31PM. ",1
525,1,"Fuel Spillage + on Eastbound highway EB at Vivian Bottom And Hill Road

Be prepared to stop.

Comments:
All lanes are closed both Eastbou...",1
526,0,Congrats on your new line Everyone check out #EDbyEllen . Love yah,0
527,0,Swiss manufacturer Oerlikon selected the USA. Here's why (&amp; how): #SelectUSA #FDI,0
528,0,"Heads up: to drill with demilitarized rifles starting tomorrow, Aug.  #VTFirstDays",0
529,0,Meet the new dean of #VirginiaTech’s College of Architecture and Urban Studies  ,0
530,1,EAST SAM HOUSTON TOLLWAY Northbound At highway - Accident - Status: Cleared at : PM,1
531,0,It's only noon and I already have a feeling I'm about to curse #oomf the fuck out.....,0
532,0,"U-Boxes® are all about #convenience, flexibility, &amp; security. They've got you during &amp; after #movingday! See how&gt;&gt;… ",0
533,1,Road closure on Iowa between highway and Clinton County Road E- begins June #iatraffic ,1
534,1,Accident &amp; Delays on highway South approaching Exit - East Ave/CT (Westport) Ctr lane blocked...,1
535,1,UPDATE: Roadwork on highway eastbound at Hoffmeier Rd. There is a lane restriction.,1
536,0,"April ‘ retail &amp; food services sales were $.9b, up .% from March ' and up .% from April ‘  #Census",0
537,1,Incident on #LLine Both directions from New Lots Avenue Station to East 105th Street Station ,1
538,1,Incident on #6Line SB at 14th Street-Union Square Station ,1
539,1,Update: Accident: EB on highway at MM247 in Newport News. No lanes closed. Delay mi.:32PM,1
540,1,#DaneCountyTraffic all NB lanes of highway/ closed between MM and MM because of a traffic incident.… ,1
541,1,Update: Incident: NB on highway at MM150 in Prince William Co. travel lane closed. Delay mi.:58AM,1
542,1,"New: Crash in Sumter on highway north at MM and traffic backed up until MM , right lane blocked. Last updated...",1
543,1,Cleared: Incident on #GardenStateParkway NB from North of Exit - NJ /Laurel Drive to South of Exit - CR /highway/highway,1
544,1,"Crash
SB highway at MP ( S) Salt Lake Co.
Right Shoulder
Est. Clearance Time: : PM",1
545,1,Roadwork -: Title: NM Northbound left turn lane at Southern Boulevard closed and westbound right lane on S... ,1
546,0,Take out those stupid robber baron statues in the 14th Street/8th Ave train station. ,1
547,0, Feel free to check our open positions here: ,0
548,0,We even told you about the demands on our higher income earners because of generations of discrimination &amp; yet...here we are.,0
549,1,highway/ MM . EB near Indpls / mile Center lanes closed &lt;= mins due to a stalled vehicle,1
550,1,Oklahoma: I40 westbound MacArthur...injury accident...roadway blocked...SVB,1
551,0,"Clean hands can save lives 🙌

#foreverychild, health ",0
552,1,"Cleared: Crash in Miami-Dade on Express north beyond Golden Glades Park &amp; Ride, all lanes blocked. Last updated at ::20AM.",1
553,1,highway in Bennington #vt @ int. of North St is Closed for wires that are on fire. Unknown duration. ,1
554,1,US16 Deer Haven Lodge - Sheep Mountain Rd: Closed BOTH DIR due to winter conditions. -DEC : #wyoroad,1
555,0,"Make your way to before Sept to see stunning exhibit, ""The Octopus Eats Its Own Leg""… ",0
556,1,"#WaukeshaCounty, #MilwaukeeCounty, right lane closed EB highway at 121st St for a traffic incident. #Planahead to avoi… ",1
557,1,"Disabled veh; highway SB: at Arthur Ravenel Junior Bridge, rht ln clsd, Ocrd: :07PM.| :11P",1
558,1,WY : CRASH NORTHBOUND near Riverton at milepost . Expect delays. #wyoroad,1
559,1,Disabled Vehicle: EB on highway at MM19 in Virginia Beach. No lanes closed. Potential Delays.:08PM,1
560,0,Happy 100th NOAA Corps! Read about the history of the Corps.  ,0
561,1,Accident in on-ramp. lane partially blocked on 35E SB at Maryland Ave #traffic ,1
562,0,Lsarsour id the lowest of low ,0
563,1,"New: Flooding in Alachua on highway south at MM , left lane blocked. Last updated at ::05PM. #fl511 ",1
564,1,Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - PA /PA and Exit - PA /To highway affecting the right,1
565,0,Leap Year Sale! Leap into savings when you book by Feb . Rates from $/night at The Westin Las Vegas. Book Now: ,0
566,1,Crash on Mainline - I-35E NB @ Cayuga St - Right lane blocked - Slow back to highway,1
567,0,"Reminder: parking shuttles available today/Sat. from several lots around campus. 

Details: 🎓🚌

#HokieGrad",0
568,1,#BREAKING Southbound highway closed near SR on Boone County line near Frankfort exit following crash ,1
569,0,Susan and I are committing $ Million to Please join in next days to reach $ Million goal! ,0
570,0," Hello. We have replied to your email regarding your concerns. We're available /, if you have additi… ",0
571,0,There's heavy police presence in the area of Military Avenue and Leo Street in Green Bay. ,0
572,0, Hi Abigail. Please visit our Help Center for information about login issues with phone s: -CB,0
573,1,"Updated: Multi-vehicle crash in Orange on SR- east at MM and traffic backed up until MM , left lane...",1
574,1,"Update: Collision; highway NB: mi N of Exit77, rht ln clsd, Ocrd: :14AM, Exp clr: :29PM.| :31P",1
575,0,Our weekly newsletter is out now: features stories on #BoozeFreeSport and #GAPC2017… ,0
576,0,"Out of concern for safety of American consumers, is halting the import of fresh beef from Brazil. Here's why: ",0
577,0," Strong scientific evidence that all types of #alcohol are a cause of types of #cancer, i… ",0
578,1,Incident on #MLine Manhattan bound at Jackson Hts-Roosevelt Avenue Station ,1
579,1,Cleared: Construction on #DLine Both directions from 205th Street-Norwood Station to Bedford Park Boulevard Station,1
580,1,Cleared: Traffic congestion in Broward on Floridas Turnpike north from Exit NW Ave to beyond Hollywood Blvd. Last updated at...,1
581,1,"SB SR before Ellingson Rd in #Algona, an incident is blocking the right lane. ",1
582,1,#GoldenGateBridge parking lots will be CLOSED between am &amp; pm every weekend through Labor Day to ease traffic… ,1
583,0,"Happy Valentine’s Day, Almost years with you, but it always feels new. ",0
584,0,". is on his way to be a #Terp with 

Recruiting Roundup:… ",0
585,0," You're making us blush! As long as you're happy, we're happy, Cristian!",0
586,1,Update: Construction on #1Line BothDir/BothDir from 215th Street Station to 242nd Street-Van Cortlandt Park Station ,1
587,0, year today #FamilyViolence RC was tabled in #VicParliament. #Alcohol's role in #DV can't be ignored in changes to… ,0
588,1,Cleared: Incident on #ALine NB from 59th Street-Columbus Circle Station to 125th Street Station,1
589,1,Incident on #5Line from East 180th Street Station to 149th Street-3rd Avenue Station ,1
590,0,Interesting interview with Kelly Stange: #InternationalWomensDay… ,0
591,1,Crash on highway eastbound between Exit - Montgomery Dr/West River Dr and Exit - highway/highway West. There is a lane restriction.,1
592,0,"Want to make a difference? Help me give away , bed nets to families in need: ",0
593,0,"CALL: [10851A] STOLEN VEHICLE RECOVERY 
ADDR: ORANGEWOOD AVE / HARBOR BLVD, ANAHEIM 
D/T: // :: PM",0
594,1,State Route N in Hamilton Co Vehicle Disabled at BRIDGE/DAM [33SR1530021]: TN RIVER; CHICKAMAUGA CREEK / {CHICKAMAUGA DAM / WILKES T. T,1
595,1,Rdwork on highway South btw Exit - Marsh St/CTS (Old Wetherfield) and Exit - Country Club Rd (Middletown) alte...,1
596,0,#BASF CEO Bock: We confirm our forecast for BASF Group sales and earnings,0
597,1,highway MM . SB at highway / Westside All lanes slow &lt;= mins due to heavy traffic,1
598,1,CLEARED: Collision: #Hwy401 WB at Hwy8 #Kitchener - Vehicles moved off highway right lane CLEAR. ^cc,1
599,1,West Dixie Avenue in downtown Elizabethtown is closed because of a waterline break which occurred right tonight. ,1
